Year_Factor,State_Factor,building_class,facility_type,floor_area,year_built,energy_star_rating,ELEVATION,january_min_temp,january_avg_temp,january_max_temp,february_min_temp,february_avg_temp,february_max_temp,march_min_temp,march_avg_temp,march_max_temp,april_min_temp,april_avg_temp,april_max_temp,may_min_temp,may_avg_temp,may_max_temp,june_min_temp,june_avg_temp,june_max_temp,july_min_temp,july_avg_temp,july_max_temp,august_min_temp,august_avg_temp,august_max_temp,september_min_temp,september_avg_temp,september_max_temp,october_min_temp,october_avg_temp,october_max_temp,november_min_temp,november_avg_temp,november_max_temp,december_min_temp,december_avg_temp,december_max_temp,cooling_degree_days,heating_degree_days,precipitation_inches,snowfall_inches,snowdepth_inches,avg_temp,days_below_30F,days_below_20F,days_below_10F,days_below_0F,days_above_80F,days_above_90F,days_above_100F,days_above_110F,direction_max_wind_speed,direction_peak_wind_speed,max_wind_speed,days_with_fog,site_eui,id
2,State_1,Commercial,Office_Uncategorized,54702,1908,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,13.76732989,438
2,State_1,Commercial,Office_Uncategorized,38795,1920,96,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,31.2284138,439
2,State_1,Commercial,Education_College_or_university,93103,1912,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,63.33300546,440
2,State_1,Commercial,Office_Uncategorized,141469,1984,43,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,88.96325324,441
2,State_1,Commercial,Office_Uncategorized,37500,1973,31,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,108.7797155,442
2,State_1,Commercial,Office_Uncategorized,34572,1910,87,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,41.78144921,443
2,State_1,Commercial,Office_Uncategorized,69084,1983,71,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,79.39105472,444
2,State_1,Commercial,Office_Uncategorized,136297,1968,4,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,300.8595898,445
2,State_1,Commercial,Education_Other_classroom,204509,1948,82,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,38.5934561,446
2,State_1,Commercial,Education_College_or_university,90589,2008,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,73.1989071,447
2,State_1,Commercial,Office_Uncategorized,42235,1920,36,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,76.27429598,448
2,State_1,Commercial,Commercial_Other,36518,1912,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,30.41666667,449
2,State_1,Commercial,Office_Uncategorized,34955,1906,95,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,28.52727749,450
2,State_1,Commercial,Retail_Vehicle_dealership_showroom,91088,1927,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,28.72131148,451
2,State_1,Commercial,Office_Uncategorized,1325000,1979,60,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,123.4728138,452
2,State_1,Commercial,Office_Uncategorized,34000,,95,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,40.68852459,453
2,State_1,Commercial,Commercial_Unknown,368280,1975,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,36.30054645,454
2,State_1,Commercial,Office_Uncategorized,26000,1929,49,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,50.35829029,455
2,State_1,Commercial,Warehouse_Selfstorage,195000,1975,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,5.386382214,456
2,State_1,Commercial,Commercial_Other,46075,1926,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,31.00156149,457
2,State_1,Commercial,Warehouse_Selfstorage,127900,1934,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,9.172192529,458
2,State_1,Commercial,Commercial_Other,90377,1937,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,178.2117486,459
2,State_1,Commercial,Retail_Uncategorized,55600,1951,94,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,32.60816079,460
2,State_1,Commercial,Retail_Uncategorized,57690,1953,58,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,43.28142077,461
2,State_1,Commercial,Commercial_Other,27000,1942,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,110.7964481,462
2,State_1,Commercial,Grocery_store_or_food_market,543008,1994,17,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,160.7511805,463
2,State_1,Commercial,Office_Uncategorized,108000,1924,96,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,32.5130908,464
2,State_1,Commercial,Commercial_Other,26000,1917,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,121.3344247,465
2,State_1,Commercial,Grocery_store_or_food_market,42675,1940,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,92.53837563,466
2,State_1,Commercial,Education_Other_classroom,71874,1907,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,21.74772363,467
2,State_1,Residential,Mixed_Use_Predominantly_Commercial,200000,1900,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,15.46160192,468
2,State_1,Commercial,Office_Uncategorized,25543,1925,98,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,27.22540984,469
2,State_1,Commercial,Grocery_store_or_food_market,62630,1986,51,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,149.198952,470
2,State_1,Residential,Mixed_Use_Predominantly_Commercial,55500,1914,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,24.31406393,471
2,State_1,Commercial,Retail_Strip_shopping_mall,48856,1909,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,107.2785972,472
2,State_1,Commercial,Lodging_Hotel,274450,1969,86,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,74.59125683,473
2,State_1,Commercial,Office_Uncategorized,159330,1990,93,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,48.76977319,474
2,State_1,Commercial,Office_Uncategorized,33000,1907,74,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,30.81799686,475
2,State_1,Commercial,Office_Uncategorized,95832,1912,90,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,28.42344038,476
2,State_1,Commercial,Lodging_Hotel,54882,1912,89,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,61.90750505,477
2,State_1,Commercial,Public_Assembly_Entertainment_culture,37931,,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,8.571087656,478
2,State_1,Commercial,Office_Uncategorized,216259,1912,82,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,41.18715847,479
2,State_1,Commercial,Industrial,41500,1907,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,9.676309604,480
2,State_1,Commercial,Office_Uncategorized,112372,1907,88,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,52.45628415,481
2,State_1,Commercial,Office_Uncategorized,136850,1908,98,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,22.13934426,482
2,State_1,Commercial,Retail_Uncategorized,337000,2006,64,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,58.84280111,483
2,State_1,Commercial,Office_Uncategorized,98804,1907,88,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,43.68038177,484
2,State_1,Commercial,Office_Uncategorized,93140,1908,75,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,76.68989071,485
2,State_1,Commercial,Office_Uncategorized,81406,1908,92,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,47.68920877,486
2,State_1,Commercial,Lodging_Hotel,525313,1983,87,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,49.86338798,487
2,State_1,Commercial,Lodging_Hotel,1500000,1989,74,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,62.93327345,488
2,State_1,Residential,Mixed_Use_Predominantly_Commercial,357659,,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,132.2107508,489
2,State_1,Commercial,Lodging_Hotel,564614,,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,75.37921401,490
2,State_1,Commercial,Lodging_Hotel,124147,1961,92,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,70.90133842,491
2,State_1,Commercial,Lodging_Hotel,93425,1911,82,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,34.50407965,492
2,State_1,Commercial,Lodging_Hotel,37630,1980,4,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,88.63393368,493
2,State_1,Commercial,Office_Uncategorized,86623,1986,51,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,98.00832098,494
2,State_1,Commercial,Office_Uncategorized,247901,1920,81,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,60.70748709,495
2,State_1,Commercial,Retail_Uncategorized,94505,1920,4,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,75.08277117,496
2,State_1,Residential,Mixed_Use_Predominantly_Commercial,32139,1924,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,42.88146568,497
2,State_1,Commercial,Office_Uncategorized,32706,1907,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,12.46584699,498
2,State_1,Commercial,Office_Uncategorized,42039,1924,88,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,52.15710383,499
2,State_1,Commercial,Warehouse_Distribution_or_Shipping_center,26162,1931,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,16.55531701,500
2,State_1,Commercial,Public_Assembly_Drama_theater,70000,1914,,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,7.197368067,501
2,State_1,Commercial,Industrial,25433,1906,96,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,36.62767273,502
2,State_1,Commercial,Retail_Uncategorized,33549,2001,95,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,42.2833745,503
2,State_1,Commercial,Office_Uncategorized,79425,1964,96,2.4,27,48.9516129,69,33,51.65517241,78,34,52.82258065,74,37,58.85,90,45,64.61290323,92,49,67.9,103,53,70.46774194,99,52,71.80645161,100,49,68.46666667,97,43,63.98387097,100,35,55.28333333,79,28,47.91935484,65,791,2439,19.27,0,0,60.24726776,3,0,0,0,113,35,1,0,1,1,1,88,49.5604701,504
